geoid,end_shelter_in_place,face_mask_mandate_business,state_of_emergency,shelter_in_place,school_closure,close_nonessential_business,face_mask_mandate
21201,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21203,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21205,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21207,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21209,,11-May-20,6-Mar-20,19-Mar-20,16-Mar-20,26-Mar-20,11-May-20
21211,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21213,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21215,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21217,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21219,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21221,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21223,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21225,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21227,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21229,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21231,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21233,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21235,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21237,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21239,,11-May-20,6-Mar-20,25-Mar-20,16-Mar-20,26-Mar-20,11-May-20
22001,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22003,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22005,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22007,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22009,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22011,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22013,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22015,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22017,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22019,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22021,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22023,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22025,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22027,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22029,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22031,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22033,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,3-Jul-20
22035,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22037,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22039,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22041,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22043,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22045,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22047,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22049,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22051,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22053,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22055,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22057,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22059,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22061,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22063,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22065,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22067,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22069,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22071,15-May-20,1-May-20,11-Mar-20,22-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22073,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22075,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22077,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22079,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22081,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22083,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22085,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22087,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22089,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22091,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22093,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22095,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22097,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22099,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22101,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22103,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22105,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22107,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22109,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22111,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22113,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22115,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22117,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22119,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22121,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22123,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22125,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
22127,15-May-20,1-May-20,11-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,13-Jul-20
23001,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,29-Apr-20
23003,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,29-Apr-20
23005,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23007,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23009,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23011,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23013,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23015,31-May-20,1-May-20,15-Mar-20,2-Apr-20,2-Apr-20,25-Mar-20,1-May-20
23017,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23019,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23021,31-May-20,1-May-20,15-Mar-20,2-Apr-20,2-Apr-20,25-Mar-20,1-May-20
23023,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,1-May-20
23025,31-May-20,1-May-20,15-Mar-20,2-Apr-20,2-Apr-20,25-Mar-20,1-May-20
23027,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,29-Apr-20
23029,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,29-Apr-20
23031,31-May-20,1-May-20,15-Mar-20,2-Apr-20,31-Mar-20,25-Mar-20,29-Apr-20
24001,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24003,15-May-20,18-Apr-20,5-Mar-20,25-Mar-20,16-Mar-20,23-Mar-20,15-Apr-20
24005,15-May-20,18-Apr-20,5-Mar-20,23-Mar-20,16-Mar-20,23-Mar-20,15-Apr-20
24009,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24011,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24013,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24015,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24017,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,15-Apr-20
24019,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24021,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,14-Apr-20
24023,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24025,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24027,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24029,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24031,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,13-Apr-20
24033,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,15-Apr-20
24035,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24037,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,15-Apr-20
24039,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24041,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24043,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,15-Apr-20
24045,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24047,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
24510,15-May-20,18-Apr-20,5-Mar-20,30-Mar-20,16-Mar-20,23-Mar-20,18-Apr-20
25001,18-May-20,6-May-20,10-Mar-20,22-Mar-20,16-Mar-20,24-Mar-20,30-Apr-20
25003,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25005,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25007,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25009,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,11-Apr-20
25011,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25013,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
25015,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25017,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,10-Apr-20
25019,18-May-20,6-May-20,10-Mar-20,23-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25021,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,17-Apr-20
25023,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,6-May-20
25025,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,23-Apr-20
25027,18-May-20,6-May-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26001,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26003,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26005,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26007,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26009,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26011,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26013,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26015,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26017,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26019,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26021,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26023,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26025,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26027,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26029,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26031,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26033,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26035,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26037,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26039,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26041,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26043,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26045,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26047,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26049,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26051,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26053,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26055,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26057,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26059,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26061,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26063,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26065,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26067,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26069,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26071,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26073,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26075,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26077,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26079,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26081,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26083,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26085,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26087,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26089,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26091,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26093,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26095,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26097,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26099,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26101,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26103,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26105,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26107,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26109,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26111,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26113,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26115,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26117,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26119,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26121,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26123,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26125,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,14-Apr-20
26127,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26129,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26131,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26133,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26135,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26137,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26139,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26141,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26143,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26145,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26147,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26149,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26151,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26153,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26155,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26157,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26159,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26161,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26163,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
26165,1-Jun-20,26-Apr-20,10-Mar-20,24-Mar-20,16-Mar-20,24-Mar-20,27-Apr-20
27001,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27003,18-May-20,1-Jun-20,13-Mar-20,27-Mar-20,16-Mar-20,28-Mar-20,10-Jun-20
27005,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27007,18-May-20,1-Jun-20,13-Mar-20,27-Mar-20,16-Mar-20,28-Mar-20,21-Jul-20
27009,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,20-Jul-20
27011,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27013,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,10-Jul-20
27015,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27017,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27019,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27021,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27023,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27025,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27027,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27029,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27031,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27033,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27035,18-May-20,1-Jun-20,13-Mar-20,27-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27037,18-May-20,1-Jun-20,13-Mar-20,25-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27039,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27041,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27043,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27045,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27047,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27049,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27051,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27053,18-May-20,1-Jun-20,13-Mar-20,27-Mar-20,16-Mar-20,28-Mar-20,26-May-20
27055,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
27057,18-May-20,1-Jun-20,13-Mar-20,28-Mar-20,16-Mar-20,28-Mar-20,24-Jul-20
