geoid,end_shelter_in_place,face_mask_mandate_business,state_of_emergency,shelter_in_place,school_closure,close_nonessential_business,face_mask_mandate
18159,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18161,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18163,18-May-20,1-May-20,6-Mar-20,23-Mar-20,19-Mar-20,25-Mar-20,15-Jul-20
18165,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,17-Mar-20,27-Jul-20
18167,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18169,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18171,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18173,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18175,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18177,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18179,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18181,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
18183,18-May-20,1-May-20,6-Mar-20,25-Mar-20,19-Mar-20,25-Mar-20,27-Jul-20
19001,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19003,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19005,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19007,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19009,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19011,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19013,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19015,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19017,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19019,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19021,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19023,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19025,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19027,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19029,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19031,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19033,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19035,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19037,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19039,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19041,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19043,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19045,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19047,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19049,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19051,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19053,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19055,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19057,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19059,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19061,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19063,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19065,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19067,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19069,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19071,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19073,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19075,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19077,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19079,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19081,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19083,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19085,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19087,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19089,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19091,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19093,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19095,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19097,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19099,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19101,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19103,,,9-Mar-20,,15-Mar-20,26-Mar-20,21-Jul-20
19105,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19107,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19109,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19111,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19113,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19115,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19117,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19119,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19121,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19123,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19125,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19127,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19129,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19131,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19133,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19135,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19137,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19139,,,9-Mar-20,,15-Mar-20,26-Mar-20,6-Jul-20
19141,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19143,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19145,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19147,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19149,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19151,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19153,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19155,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19157,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19159,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19161,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19163,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19165,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19167,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19169,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19171,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19173,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19175,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19177,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19179,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19181,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19183,,,9-Mar-20,26-Mar-20,15-Mar-20,26-Mar-20,
19185,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19187,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19189,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19191,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19193,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19195,,,9-Mar-20,,15-Mar-20,26-Mar-20,
19197,,,9-Mar-20,,15-Mar-20,26-Mar-20,
20001,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20003,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20005,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20007,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20009,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20011,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20013,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20015,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20017,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20019,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20021,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20023,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20025,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20027,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20029,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20031,4-May-20,3-Jul-20,12-Mar-20,25-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20033,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20035,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20037,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20039,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20041,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20043,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20045,4-May-20,3-Jul-20,12-Mar-20,22-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20047,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20049,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20051,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20053,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20055,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20057,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20059,4-May-20,3-Jul-20,12-Mar-20,24-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20061,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20063,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20065,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20067,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20069,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20071,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20073,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20075,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20077,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20079,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20081,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20083,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20085,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20087,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20089,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20091,4-May-20,3-Jul-20,12-Mar-20,22-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20093,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20095,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20097,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20099,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20101,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20103,4-May-20,3-Jul-20,12-Mar-20,21-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20105,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20107,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20109,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20111,4-May-20,3-Jul-20,12-Mar-20,24-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20113,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20115,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20117,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20119,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20121,4-May-20,3-Jul-20,12-Mar-20,23-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20123,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20125,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20127,4-May-20,3-Jul-20,12-Mar-20,25-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20129,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20131,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20133,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20135,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20137,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20139,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20141,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20143,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20145,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20147,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20149,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20151,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20153,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20155,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20157,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20159,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20161,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20163,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20165,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20167,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20169,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20171,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20173,4-May-20,3-Jul-20,12-Mar-20,24-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20175,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20177,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20179,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20181,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20183,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20185,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20187,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20189,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20191,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20193,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20195,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20197,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20199,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20201,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20203,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20205,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20207,4-May-20,3-Jul-20,12-Mar-20,30-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
20209,4-May-20,3-Jul-20,12-Mar-20,24-Mar-20,18-Mar-20,30-Mar-20,3-Jul-20
21001,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21003,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21005,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21007,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21009,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21011,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21013,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21015,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21017,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21019,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21021,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21023,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21025,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21027,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21029,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21031,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21033,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21035,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21037,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21039,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21041,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21043,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21045,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21047,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21049,,11-May-20,6-Mar-20,26-Mar-20,16-Mar-20,26-Mar-20,11-May-20
21051,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21053,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21055,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21057,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21059,,11-May-20,6-Mar-20,19-Mar-20,16-Mar-20,26-Mar-20,11-May-20
21061,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21063,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21065,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21067,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21069,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21071,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21073,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21075,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21077,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21079,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21081,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21083,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21085,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21087,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21089,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21091,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21093,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21095,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21097,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21099,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21101,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21103,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21105,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21107,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21109,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21111,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21113,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21115,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21117,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21119,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21121,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21123,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21125,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21127,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21129,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21131,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21133,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21135,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21137,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21139,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21141,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21143,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21145,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21147,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21149,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21151,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21153,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21155,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21157,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21159,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21161,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21163,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21165,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21167,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21169,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21171,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21173,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21175,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21177,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21179,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21181,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21183,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21185,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21187,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21189,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21191,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21193,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21195,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21197,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
21199,,11-May-20,6-Mar-20,,16-Mar-20,26-Mar-20,11-May-20
